"id","prob"
"1",2.22044604925031e-16
"3",2.22044604925031e-16
"4",2.22044604925031e-16
"5",2.22044604925031e-16
"6",2.22044604925031e-16
"7",2.22044604925031e-16
"14",2.22044604925031e-16
"18",2.22044604925031e-16
"19",0.904960992041054
"21",0.00631135025298305
"24",0.104912387484776
"25",0.293273402890912
"27",0.0398631782359005
"29",0.00975579386984548
"30",0.0494316800573287
"31",0.120604691052733
"32",0.00419255479946632
"34",0.0351115604552234
"36",0.040403504511828
"37",0.0526829556257161
"38",0.084723942361039
"39",0.0993041397400025
"40",0.0349838146062642
"41",0.175321416328685
"44",0.0795313963069902
"46",0.0378398805561705
"47",0.0627510551195404
"48",0.0478774536540338
"50",0.231663809789198
"53",0.100166371918378
"54",0.0575330993609115
"55",0.0160973550330653
"57",0.0325059611126628
"60",0.0336905557522423
"62",0.0491466816602417
"66",0.0566618680302999
"67",0.136390937818573
"68",0.022424326930184
"72",0.0876263463480366
"73",0.0201094847531773
"75",0.139678355963703
"76",0.0271159003841957
"77",0.00705012439268872
"82",0.0245815266420373
"83",0.0924378919921534
"84",0.0123105226342845
"86",0.0432517102295013
"87",0.0468053528467319
"89",0.141256296829893
"90",0.0824783304011538
"92",0.0883293278746606
"94",0.00497779189062717
"95",0.0924435482066725
"96",0.145397251625858
"97",0.0246520138128619
"100",0.0599273910543592
"102",0.0487400496396973
"106",0.0626469234192877
"108",0.862164050426166
"110",0.0428211234384457
"113",0.0364455018656413
"114",0.19144362964316
"115",0.0163854907732757
"116",0.101391532119606
"118",0.0435621646468599
"121",0.0325247417675539
"123",0.0635013619009438
"124",0.128444748342734
"129",0.048969154869403
"130",0.0132171719469777
"131",0.0372320227210938
"132",0.0253826952336691
"134",0.030422914026891
"136",0.0101694499806096
"138",0.0475863490733782
"140",0.0730881981860363
"141",0.0147996263316723
"146",0.126256187636364
"147",0.0934987436978392
"150",0.117743911472733
"151",0.117625150570217
"152",0.120146644583737
"156",0.33547844600186
"157",0.0469104688719051
"158",0.0463072461716381
"160",0.0122138588361836
"161",0.118356871983395
"167",0.892387039862876
"170",0.0139657406472197
"171",0.059470246186349
"174",0.0563857281788664
"176",0.989005787287861
"177",0.111322339896729
"178",0.00454204179279572
"180",0.0250604750966321
"183",0.098150416116588
"184",0.246208549133264
"185",0.0590523225728781
"186",0.0108939490950376
"187",0.0475462166443185
"188",0.0325559672227101
"189",0.900924066174863
"192",0.0332217964984085
"193",0.114576069017594
"195",0.0321827717675124
"196",0.350531928750619
"199",0.0968329627146091
"200",0.00379606847124229
"201",0.194928495808168
"202",0.0148397383748146
"204",0.0608137384083446
"206",0.591510439558008
"207",0.0128762079542401
"208",0.111476733982943
"209",0.0893604874436653
"210",0.0967656986182237
"211",0.0221497768676209
"212",0.317277998076884
"216",0.0361368381366438
"217",0.232851500764251
"218",0.159411548253752
"219",0.758207550502456
"220",0.104255749897865
"221",0.0223221889456381
"222",0.0341619732068713
"225",0.201835811084807
"232",0.604414982796526
"234",0.12020362217443
"235",0.043920354243203
"239",0.0445786794220368
"240",0.159691359157138
"241",0.0373894663381665
"245",0.060516023821802
"249",0.211014730413122
"250",0.0528402640245709
"252",0.338266646182818
"253",0.09838704304501
"254",0.0229582444720368
"255",0.0754862468830924
"257",0.0219153934836665
"262",0.00937335399060894
"263",0.0403268564638354
"264",0.170349622962673
"269",0.428836551452223
"271",0.0563344854667778
"272",0.0619232888123342
"273",0.0581985642366453
"275",0.0322766162005644
"277",0.0616856826376066
"278",0.0624552865437148
"280",0.0326613980638658
"281",0.067179268866969
"282",0.0164353531571193
"284",0.0272556647591016
"287",0.946663534011675
"288",0.0452197725333802
"289",0.305396430843426
"290",0.0682960894345128
"295",0.223117226044188
"297",0.0755904082142247
"300",0.089151767842992
"301",0.230424460144189
"305",0.0308783228552031
"311",0.0121897720444764
"312",0.119743879562263
"313",0.0206190491360465
"315",0.129461866394666
"316",0.0101962376067011
"317",0.0562541146907212
"319",0.015379293284354
"324",0.025789945982967
"327",0.0477721047282961
"329",0.0894177491731406
"330",0.119184119060575
"332",0.209379979783305
"333",0.0343549098983157
"335",0.0951627306607999
"336",0.0468424303909946
"337",0.0796946625498765
"339",0.0666968767444442
"340",0.0907653495267755
"342",0.00753817761984119
"343",0.124685525352419
"348",0.046541544445899
"349",0.0474786883419393
"350",0.979949959496703
"354",0.379739758322302
"356",0.209454189901063
"357",0.0157954443935855
"358",0.129341007175871
"363",0.0211858937581279
"364",0.025329184507501
"368",0.107160681701393
"370",0.0157758876579986
"371",0.277406825109413
"372",0.0605309756493859
"373",0.0464227297709673
"376",0.00833023855320103
"377",0.100349966218411
"378",0.190056357564881
"379",0.0552114070754961
"380",0.027792627031264
"382",0.0337265900803377
"383",0.274627091043277
"384",0.215823875138558
"386",0.00529855172012904
"389",0.0481423730985879
"390",0.00825015304036769
"391",0.0873375647294847
"392",0.00949681468009386
"393",0.0226699780263485
"395",0.0312992434324131
"396",0.281626010266272
"398",0.216969591263914
"399",0.7658736532959
"400",0.0471690687617575
"403",0.0318901992059006
"404",0.128246985240033
"405",0.0577822361819035
"406",0.0339310862200496
"409",0.305756207010558
"414",0.0450074139343
"416",0.139664208978908
"417",0.0556567452102417
"418",0.0477669019562519
"419",0.062507343775148
"421",0.0544699003030399
"423",0.0470291422982007
"424",0.0491857557166038
"428",0.0440491866124776
"430",0.0305791013603105
"431",0.0176089226764767
"438",0.0307994491983287
"440",0.167760622272881
"443",0.0119406323778959
"444",0.127612460818534
"445",0.119083939052224
"450",0.0538052192628198
"451",0.0486580781738434
"452",0.247565283575993
"453",0.0245213835237845
"454",0.0460982063747509
"457",0.0471191441470077
"460",0.08692444034882
"461",0.00551258422458009
"462",0.0439925425471769
"464",0.0129489377864368
"465",0.0596477581352207
"467",0.309483712935838
"470",0.0498970475890025
"471",0.383071816872597
"472",0.0164066658002343
"475",0.0366108267147124
"479",0.0236419012306856
"483",0.00827185005275958
"486",0.00923327139388843
"487",0.0768189760876494
"488",0.0207364171069561
"489",0.0104874731454546
"490",0.0315282003802526
"492",0.0376937895777024
"494",0.0370457112279975
"496",0.0482933818039724
"497",0.0574230741889459
"499",0.0235334098926156
"500",0.00587591665813033
"503",0.0165648808425242
"504",0.0316556517730636
"509",0.0129071530454373
"513",0.0504742943200886
"515",0.0344958925194865
"522",0.00773637470896719
"523",0.0606393643324824
"525",0.0785428219397824
"530",0.0126472439003689
"531",0.032192793814176
"532",0.0533001860784384
"533",0.0235022648061565
"536",0.0350778873365941
"538",0.0325094805220702
"541",0.153389601729175
"542",0.0482766685272825
"548",0.033898397018783
"551",0.0107088346149631
"553",0.0664619190766273
"555",0.598202561585617
"556",0.0156780114784764
"560",0.0530995106122551
"563",0.0208315518836576
"564",0.015141527502604
"566",0.0182913437277704
"568",0.0222585987025368
"570",0.986735443624468
"571",0.0230109210035709
"574",0.265394196143177
"575",0.0649199149626169
"576",0.0446375549946144
"578",0.0200566974063228
"579",0.0375061334396165
"580",0.236267579624927
"581",0.0174934306349132
"582",0.0176675341885183
"583",0.0483693730239025
"584",0.0249913943952786
"585",0.013580125835849
"586",0.0358887089657252
"588",0.0225830114712647
"590",0.0487203324530381
"592",0.0868107221427203
"594",0.0141532088569488
"596",0.970868814727606
"598",0.134889433600211
"601",0.0697456639773057
"604",0.41017706198472
"605",0.0471367043176775
"608",0.0415133905597173
"609",0.0109229798148841
"611",0.0238025508362866
"615",0.0153535338033806
"616",0.0416491064175759
"618",0.0177280795978921
"620",0.00452938242095107
"622",0.020909997006063
"623",0.0473429552966362
"630",0.0479749336748824
